FECHA,DEPARTAMENTO,MUNICIPIO,CORREGIMIENTOO VEREDA,Superficial,Subterráneo,Fecha de terminación,Hora de terminación,Bosque nativo denso,Bosque intervenido,Bosque plantado,Bosque seco,Cultivos,Páramos,Sabanas y pastizales,Pastos mejorados,Rastrojo,Área total ,Reporte del incendio
01/25/2016,CUNDINAMARCA,SUBACHOQUE,VEREDA LLANITOS,1,0,25/01/2016,16:00,0,0,0,0,0,0,0,0,1,1,"Guillermo Bautista de bomberos Subachoque reporta incendio forestal en la vereda Llanitos del Municipio de Subachoque, iniciado a las 12:00 y liquidado a las 16:00 horas del día 25/01/16 con afectación de 1 hectárea de rastrojo. Atendió bomberos Subachoque con 6 unidades y Comunidad."
01/25/2016,CUNDINAMARCA,ZIPAQUIRA,VEREDA SAN JORGE,1,0,25/01/2016,16:00,2,0,0,0,0,0,0,0,0,2,"Ct. José Miguel Sánchez de bomberos Zipaquirá, reporta incendio forestal en la vereda Sn Jorge del Municipio de Zipaquirá, iniciado por causas desconocidas a las 10:00 y liquidado a las 16:00 horas del día 25/01/16, con afectación de 2 hectáreas de bosque nativo. Atendió bomberos Zipaquirá con 10 unidades."
01/26/2016,CUNDINAMARCA,GUAYABETAL,PERIMETRO URBANO,1,0,25/01/2016,19:15,0,0,0,0,0,0,0,0,0.5,0.5,"Jorge Rey de bombeos Guayabetal, reporta incendio forestal en el perímetro urbano del Municipio de Guayabetal, iniciado a las 18:00 y liquidado a las 19:15 horas del día 25/01/16, con afectación de 0,5 hectáreas de rastrojo. Atendió bomberos Guayabetal con 6 unidades, Policía y Comunidad, en total 15 personas."
01/26/2016,CUNDINAMARCA,CHOACHI,VEREDA SANTA ROSA,1,0,24/01/2016,12:00,0,0,0,0,0,0,0.5,0,0,0.5,"Ct. Esperanza Beltrán de bomberos Choachi reporta incendio forestal en la vereda Santa Rosa del Municipio de Choachi iniciado por causas desconocidas, a las 10:00 y liquidado a las 12:00 horas del día 24/01/2016 con una afectación de 0,5 hectáreas de pastizales. Atendió bomberos Choachi, bomberos Ubaque, Policía y Comunidad, en total 15 personas.."
01/26/2016,CUNDINAMARCA,COGUA,VEREDA RINCONSAN,1,0,23/01/2016,12:00,0,0,0,0,0,0,0.5,0,0,0.5,"Ct. Iván Darío Valenzuela coordinador de bomberos reporta incendio forestal en la vereda Rincón santo del municipio de Cogua, iniciado por causas desconocidas a las 10:00 y liquidado a las 12:00 horas del día 23/01/16 con afectación de 0,5 hectárea de pastizales. Atendió bomberos Cogua con 6 unidades, Policía y Comunidad, total 10 personas."
01/26/2016,CUNDINAMARCA,FOMEQUE ,VEREDA GUAMAL,1,0,23/01/2016,18:00,0.5,0,0,0,0,0,0,0,0,0.5,"Víctor Fernando Beltrán de bomberos Fomeque,  reporta incendio forestal en la vereda Guamal  del  Municipio de Fomeque, iniciado por causas desconocidas a las 16:00 y liquidado a las 18:00 horas del día 23/01/16, con afectación de 0,5 hectáreas de bosque nativo. Atendió  bomberos de Fomeque con 4 unidades,  Ubaque con 4 unidades y camioneta de intervención rápida y Comunidad 9 personas. En total 17 personas."
01/26/2016,CUNDINAMARCA,PANDI,VEREDA GUACANONZO,1,0,23/01/2016,23:00,0,0,0,0,0,0,0.5,0,0.5,1,"Sg. Orlando Moreno de bomberos Pandi, reporta incendio forestal en la vereda Guacanonzo del Municipio de Pandi, iniciado por causas desconocidas a las 21:00 y liquidado a las 23:00 horas del día 23/01/16 con afectación de 1 hectárea de rastrojo y pastizales. Atendio bomberos Pandi, bomberos San Bernardo, Policía, Defensa Civil y Comunidad, en total 30 personas."
01/26/2016,CUNDINAMARCA,LA CALERA,VEREDA TUNJAQUE,1,0,23/01/2016,19:00,1,0,0,0,0,0,0,0,0,1,"Ct. Iván Darío Valenzuela coordinador de bomberos reporta incendio forestal en la vereda Tunjaque del municipio de la Calera, iniciado por causas desconocidas a las 15:00 y liquidado a las 19:00 horas del día 23/01/16 con afectación de 1 hectárea de bosque nativo. Atendio bomberos La Calera, Defensa Civil, Policía y comunidad, total 20 personas."
01/26/2016,CUNDINAMARCA,MOSQUERA,VEREDA EL PLAYON,1,0,23/01/2016,16:00,0,0,0,0,0,0,0,0,1,1,"Ct. Iván Darío Valenzuela coordinador de bomberos reporta incendio forestal en la vereda El Playón  del municipio de la Mosquera, iniciado por causas desconocidas a las 13:00 y liquidado a las 16:00 horas del día 23/01/16 con afectación de 1 hectárea de rastrojo. Atendio bomberos Mosquera, Defensa Civil, Policía y comunidad, total 20 personas."
01/26/2016,CUNDINAMARCA,SUTATAUSA,VEREDA NOVOA,1,0,23/01/2016,14:00,0,0,0,0,0,0,0,0,0.5,0.5,"Cp. Liliana Ladino de bomberos Ubate reporta incendio forestal en la Vereda Novoa del Municipio de Suatatausa iniciado por causas desconocidas a las 12:00 y liquidado a las 14:00 horas del día 23/01/16 con una afectación de 0,5  hectáreas de rastrojo. Atendio bomberos Ubate y Policía, total 15 personas ."
01/26/2016,CUNDINAMARCA,GUTIERREZ ,VEREDA CERINZA,1,0,23/01/2016,21:00,2,0,0,0,0,0,0,0,0,2,"Ct. Iván Darío Valenzuela coordinador de bomberos reporta incendio forestal en la vereda Cerinza del  municipio de la Gutiérrez, iniciado por causas desconocidas a las 13:00 y liquidado a las 21:00 horas del día 23/01/16 con afectación de 2 hectárea de  bosque nativo. Atendio bomberos Gutiérrez, Policía y comunidad, total 15 personas."
01/26/2016,CUNDINAMARCA,LA MESA, VEREDA DOS CAMINOS,1,0,23/01/2016,15:00,0,0,0,0,0,0,0.5,0,0,0.5,"Félix Canas de bomberos La Mesa, reporta incendio forestal en la vereda Dos Caminos del Municipio de La Mesa, iniciado por causas desconocidas a las 13:00 y liquidado a las 15:00 horas del día 23/01/16 con afectación de 0,5 hectáreas de pastizales. Atendió bomberos La Mesa, Policía, Defensa Civil y comunidad."
01/26/2016,CUNDINAMARCA,APULO,CONDOMINIO TESORITO,1,0,23/01/2016,18:00,0,0,0,0,0,0,0,0,1,1,"Gabriel Saldarriaga de bomberos Tocaima, reporta incendio forestal en el condominio El Tesorito del Municipio de Apulo, iniciado a las 15:00 y liquidado a las 18:00 horas del día 23/01/16 con afectación de 1 hectárea de rastrojo. Atendio bomberos Tocaima y Comunidad."
01/26/2016,CUNDINAMARCA,GAMA,VEREDA NARANJAL,1,0,24/01/2016,2:00,0,0,0,0,0,0,0.5,0,0,0.5,"Fredy Pachón de bomberos Gacheta, reporta incendio forestal en la vereda El Naranjo del Municipio de Gama, iniciado a las 23:00 horas del día 23/01/16 y liquidado a las 02:00 horas del dia 24/01/16 con afectación de 0,5 de rastrojo. Atendio bomberos Gacheta con 6 unidades."
01/26/2016,CUNDINAMARCA,COTA,VEREDA PARCELAS,1,0,26/01/2016,9:00,0,0,0,0,0,0,1,0,0,1,"Hernán Simbaqueba del CMGRD de Cota, informa incendio forestal en la vereda Parcelas del Municipio de Cota, iniciado a las 02:00 horas y liquidado a las 09:00 horas del dia 26/01/16, con afectación de 1 hectárea de pastizales. Atendio bomberos Cota con 5 unidades y CMGRD. "
01/26/2016,CUNDINAMARCA,LENGUAZAQUE ,FIANDOQUE,1,0,31/01/2016,18:00,50,0,50,0,0,0,15,0,18,133,"Julián Cárdenas jefe de Planeación del Municipio de Lenguazaque reporta incendio forestal en la Vereda Fiantoque que paso a las veredas Arenosa sector norte y Ramada Alta  costado sur, iniciado por causas desconocidas a las 11:00 horas del dia 26/01/16, se encuentra activo. Lo están atendiendo bomberos Ubate, CMGRD, Defensa Civil, batallón Tequendama, Ponalsar, Brigadas CAR helicoptero de la Fuera Aerea Colombiana y Comunidad, coordinacion del Ct. Ivan Dario Valenzuela, coordinador de bomberos. Dia 27/01/16 a las 07:00 horas, Ct. Valenzuela informa que se iniciaron labores a las 04:30 horas con 100 hombres, se espera apoyo aereo en el dia de hoy. Ct. Ivan Dario Valenzuela informa que el incendio quedo liquidado a las 18:00 horas del dia 31/01/16 con afectación total de 133 hectareas de bosque nativo, bosque plantado, rastrojo y pastizales. Afecto las veredas Paicaguita,Arizona, Enramada, El Salto y La Chorrera del Municipio de Lenguazaque y vereda La Escuela del Municipio de Cucunuba."
01/26/2016,CUNDINAMARCA,ANAPOIMA,   VEREDA EL CONSUELO ,1,0,26/01/2016,14:30,0,0,0,0,0,0,0,0,0,1.5,"Te. James Guzmán de bomberos de Anapoima reporta incendio forestal en la vereda El Consuelo del Municipio de Anapoima, iniciado por causas desconocidas a las 12:00 y liquidado a las 14:30 horas del dia 26/01/16 con afectación de 1,5 hectareas de  material vegetal residual. Atendio bomberos Anapoima, Comunidad y CMGRD."
01/28/2016,CUNDINAMARCA,CHOACHI,VEREDA CHATASUGA SECTOR LOS TANQUES,1,0,28/01/2016,16:30,0,0,0,0,0,0,0,0,4,4,"Andrés Rodríguez Moreno de bomberos chochi, reporta incendio forestal en la vereda chatasuga sector los tanques del Municipio de Choachi iniciado por causas desconocidas a las 14:00 y liquidado a las 16:30 horas de dia 28/01/2016. Co afectación de 4 hectareas de   rastrojo. Atendio bomberos Choachi con 3 personas, y  1 vehículo de intervención rápida de Ubaque con 2 unidades."
01/27/2016,CUNDINAMARCA,JUNIN,VEREDA MARACAIBO,1,0,28/01/2016,12:00,0,0,0,0,0,10,0,0,0,10,"José Antonio Navarro coordinador del CMGRD del Municipio de Junín, reporta incendio forestal en la vereda Maracaibo del Municipio de Junín, iniciado por causas desconocidas a las 10:00 horas del dia 27/01/16. Se encuentra activo y atendido por la Defensa Civil, Ejercito y Comunidad, se le informa al Ct. Ivan Dario Valenzuela coordinador Departamental de bomberos y a Mauricio Riveros de la Defensa Civil Seccional Cundinamarca, para los respectivos apoyos. Fredy Pachón de bomberos Gacheta, reporte que queda liquidado a las 12: horas del dia 28/01/16 con afectación de 10 hectareas de vegetacion de paramo."
01/27/2016,CUNDINAMARCA,JUNIN,INSPECCION DE SUEVA VEREDA SAN JOSE,1,0,27/01/2016,22:30,0,0,1,0,0,0,0,1,0,3,"Fredy Pachón de bomberos Gacheta, reporta incendio forestal en la Inspección de Sueva vereda San José del Municipio de Junín, iniciado por causas desconocidas a las 13:00 y liquidado a las 22:30 horas del dia 27/01/16 con afectación de 4 hectareas de Eucalipto, rastrojo y pastos de corte. Atendio bomberos de Gacheta, Policia y comunidad, total 30 personas.."
01/27/2016,CUNDINAMARCA,JUNIN,VEREDA SAN ANTONIO,1,0,27/01/2016,12:00,0,0,0,0,0,0,0,0.5,0.5,1,"Fredy Pachón de bomberos Gacheta, reporta incendio forestal en la vereda San Antonio del Municipio de Junín, iniciado por causas desconocidas a las 10:30 y liquidado a las 12:00 horas del dia 27/01/16, con afectación de 1 hectárea de pastos de corte y rastrojo, Atendió bomberos de Gacheta y comunidad."
01/27/2016,CUNDINAMARCA,FOSCA,"VEREDA  MESA DE CASTRO, QUEBRADA COLORADA SECTOR MONTE CHIQUITO",1,0,28/01/2016,14:15,0,0,0,0,0,0,0,0,8,8,"Lucero Guevara funcionaria de la Alcaldía de Fosca, reporta incendio forestal en la vereda Mesa de Castro, Quebrada colorada sector monte chiquito, iniciado por causas desconocidas a las 11:00 horas del dia 27/01/16. Se encuentra activo y es atendido por el CMGRD Y comunidad, terreno inaccesible a pie por lo que se requiere de apoyo de helicóptero con bamby. Se le in forma al Ct. Ivan Dario Valenzuela Coordinador Departamental de bomberos y al Señor Mauricio Riveros de la Defensa Civil seccional Cundinamarca para los apoyos respectivos. Hernando Castro de bomberos Fosca informa que el incendio quedo liquidado a las 14:15 horas del dia 28/01/16 con afectación de 8 hectareas de rastrojo. Atendio bomberos Fosca, Caqueza y Une con 9 unidades."
01/27/2016,CUNDINAMARCA,ANAPOIMA,BARRIO LIBERIA,1,0,27/01/2016,16:30,0,0,0,0,0,0,0,0,0.5,0.5,"Te. James Guzmán de bomberos de Anapoima reporta incendio forestal en un lote del barrio Liberia del Municipio de Anapoima, iniciado por causas desconocidas  a las 15:00 y liquidado a las 16:30 horas del dia 27/01/16 con afectación de 0,5 hectareas de rastrojo. Atendio bomberos Anapoima, Comunidad y CMGRD, total 7 personas."
01/27/2016,CUNDINAMARCA,NILO,KILOMETRO 15  VIA GIRARDOT MELGAR SITIO LA GRAN CURVA,1,0,27/01/2016,15:50,0,0,0,0,0,0,0,0,0.5,0.5,"Te Javier Salamanca de bomberos Nilo reporta incendio forestal en el kilometro 15 de la via Girardot Melgar, iniciado por un incendio vehicular en el sitio a las 13:15 y liquidado a las 15:50 horas del dia 27/01/16, con afectación de 0,5 hectareas de rastrojo. Atendio bomberos Nilo y Girardot."
01/27/2016,CUNDINAMARCA,VENECIA,VEREDA SAN CRISTOBAL,1,0,28/01/2016,7:00,0,0,0,0,0,0,0,0,2,2,"Marinella Quintín  de la secretaria de Gobierno del Municipio de Venecia,, reporta incendio forestal en la vereda San Cristóbal de Municipio de Venecia, iniciado por causas desconocidas a las 17:00 horas del dia 27/01/16. Se encuentra activo y es atendido por la Defensa Civil. con 8 unidades. Quedo liquidado a las 07:00 horas del dia 28/01/16 con afectación de 2 hectareas de rastrojo denso."
01/28/2016,CUNDINAMARCA,COGUA,VEREDA CASABLANCA SECTOR EL CHORRILLO,1,0,27/01/2016,13:30,0,0,0,0,0,0,1,0,0,1,"Luis Alberto Banoy Olaya coordinador operativo de la Defensa Civil del municipio de Cogua, reporta incendio forestal en la vereda Casablanca Sector el Chorrillo del municipio de cogua, iniciado por causas desconocidas a las 11:00 y liquidado a las 13:30 horas del dia 27/01/2016, con afectación de 1 hectárea de pastizales. Atendio Defensa Civil de Cogua 4 personas, Policia de Tausa 3  y Comunidad 5 personas para un total de 12 personas."
01/28/2016,CUNDINAMARCA,COGUA,VEREDA PARAMO ALTO SECTOR  PUENTE BORRACHO,1,0,27/01/2016,19:00,2,0,0,0,0,0,0,0,0,2,"Luis Alberto Banoy Olaya coordinador operativo de la Defensa Civil del municipio de Cogua, reporta incendio forestal en la vereda Paramo Alto Sector Puente Borracho del municipio de cogua, iniciado por causas desconocidas a las 13:30 y liquidado a las 19:00 horas del dia 27/01/2016, con afectación de 2 hectareas de bosque nativo. Atendio Atendio Defensa Civil de Cogua con 5 personas, Policia de Zipaquirá con 3 personas, y Comunidad con 5 personas para un total de 13 personas."
01/28/2016,CUNDINAMARCA,TENJO,VEREDAS CARRASQUILLA VIA LA PUNTA,1,0,30/01/2016,18:00,20,0,40,0,0,0,0,10,10,80,"Sg. Ángel Hernández de bomberos Tenjo, reporta incendio forestal en la veredas  Carrasquilla via la Punta, iniciado a las 11:00 horas del dia 28/01/16. Se encuentra activo y es atendido por los bomberos de Tenjo, Tabio, Cajicá, Subachoque, El Rosal, Madrid, Bogotá, Defensa Civil de Tabio y Tenjo, Ejercito, Policia, Comunidad y CMGRD, en total 209 personas trabajan en el sitio, según lo manifestado por Gabriel Gómez Alcalde Municipal. Michel Rozo de la Cruz Roja reporta una persona del CMGRD atendida por caída de altura que sufrio contusiones y trauma craneal y fue llevado al hospital local,  el incendio sigue activo. Ct. Ivan Dario Valenzuela informa que el incendio quedo liquidado a las 18:00 horas del dia 30/01/16 con afectación total de 80 hectareas entre bosque nativo, bosque plantado, rastrojo y pastizales, trabajaron diariamente unas 150 personas con apoyo de un helicóptero  con bamby de la Fuerza Aérea Colombiana."
01/28/2016,CUNDINAMARCA,SOACHA,ZONA INDUSTRIAL MUÑA,1,0,28/01/2016,15:45,0,0,0,0,0,0,0,0,0,1.5,"Te. Raúl Riobueno de bomberos Soacha, reporta incendio forestal en la zona industrial Muña, limites con Sibaté, iniciado por causas desconocidas a las 14:50 y liquidado a las 15:45 horas del dia 28/01/16 con afectación de 1,5 hectareas de rastrojo. Atendio bomberos Soacha y Sibaté."
01/29/2016,CUNDINAMARCA,GUACHETA,VEREDAS MENGUA Y TICHA,1,0,29/01/2016,18:00,5,0,5,0,0,0,4,0,4,18,"Jaime Villalba coordinador del CMGRD del Municipio de Guacheta, reporta incendio forestal en las veredas Mengua y Ticha DEL Municipio de Guacheta, iniciado a las 10:00 horas del dia 28/01/16, es atendido por 3 bomberos de Ubate, 4 voluntarios de la defensa civil y 6 de la Alcaldía. Solicita apoyo, par lo cual se avisa a Rafael Robles de la CAR, Ct. Ivan Dario Valenzuela coordinador de Bomberos y a Mauricio Riveros de la Defensa Civil Seccional Cundinamarca para lo pertinente en los apoyos. Ct. Ivan Dario Valenzuela informa que el incendio quedo liquidado a las 18:00 horas del dia 29/01/16 con afectacion de 18 hectareas de bosque nativo, bosque plantado, pastizales y rastrojo."
01/29/2016,CUNDINAMARCA,VIOTA,VEREDA LA FLORIDA,1,0,27/01/2016,20:00,0,0,0,0,0,0,1.5,0,0,1.5,"Héctor Henry Morales coordinador del CMGRD del Municipio de Viota, reporta incendio forestal en la vereda La Florida del Municipio de Viota, iniciado por causas desconocidas a las 12:00 y liquidado a las 20:00 horas del dia 27/01/16, con afectación de 1,5 hectareas de pastizales. Atendio Ejercito, Defensa Civil, Comunidad y CMGRD, en total 20 personas."
01/29/2016,CUNDINAMARCA,MANTA,VEREDA SANTA BARBARA,1,0,21/01/2016,0:30,4,0,0,0,0,0,3,0,3,10,"Pedro José Cárdenas de bomberos Manta, reporta incendio forestal en la vereda Santa Bárbara del Municipio de Manta, iniciado por corto en las líneas de conducción eléctrica a las 13:00 horas del dia 20/01/16 y liquidado a las 00:30 horas del dia 21/01/16 con afectación de 10 hectareas de bosque nativo, rastrojo y pastizales. Atendio bomberos Manta, Defensa Civil y Comunidad, con 15 personas en total."
02/01/2016,CUNDINAMARCA,ANAPOIMA,BARRIO LIBERIA,1,0,28/01/2016,13:00,0,0,0,0,0,0,0,0,1,1,"Te. James Guzmán de bomberos de Anapoima reporta incendio forestal en un lote del barrio Liberia del Municipio de Anapoima, iniciado por causas desconocidas  a las 10:00 y liquidado a las 13:00 horas del día 28/01/16 con afectación de 1 hectáreas de rastrojo. Atendió bomberos Anapoima con 5 unidades."
01/29/2016,CUNDINAMARCA,VENECIA, SECTOR EL SILENCIO CERCA AL CENTRO POBLADO EL TREBOL  Y AL CASCO URBANO,1,0,29/01/2016,18:45,5,0,0,0,0,0,0,0,0,5,"Edgar Pabón coordinador del CMGRD del Municipio de Venecia, reporta incendio forestal en el sector el Silencio cerca al centro poblado El Trébol y al casco urbano, iniciado a las 16:00 horas del dia 28/01/16, es atendido por el CMGRD, la Defensa Civil y la Comunidad. Solicita apoyo para lo cual se le informa al Ct. Ivan Dario Valenzuela y al Ing. Rafael Robles de la CAR. Edgar Pabón coordinador del CMGRD del Municipio de Venecia informa que este, quedo liquidado a las 18:45 horas del dia 29/01/2016, con afectación de 5 hectareas de bosque nativo. Atendido por los mencionados anteriormente con un total de 40 personas. "
01/29/2016,CUNDINAMARCA,QUIPILE,VEREDA PEÑAS BLANCAS,1,0,29/01/2016,15:30,2,0,0,0,0,0,2,0,0,4,"Daniela Robledo coordinadora del CMGRD del Municipio de Quipile, reporta incendio forestal en la vereda Peñas Blancas del Municipio de Quipile, iniciado por causas desconocidas a las 16:30 horas del dia 28/01/16. Es atendido por la Defensa Civil 5 unidades, Policia 5 unidades, Bomberos La Mesa 3 unidades y CMGRD 5 unidades.  Ingeniera Daniela Robledo coordinadora del CMGRD del Municipio de Quipile informa que este, quedo liquidado a las 15:30 horas del dia 29/01/2016. con afectación de 4 hectareas de bosque nativo y pastizales. Y fue atendido por los mencionados anteriormente con un total de 18 personas."
01/29/2016,CUNDINAMARCA,SAN BERNARDO,VEREDA SANTA RITA,1,0,29/01/2016,17:00,4,0,0,0,0,0,0,0,0,4,"José Héctor Montejo de bomberos San Bernardo, reporta incendio forestal en la vereda Santa Rita del Municipio de San Bernardo, iniciado al parecer por una quema controlada a las 18:00 horas del dia 28/01/16. Es atendido por bomberos San Bernardo, brigada CAR, comunidad y CMGRD. El comandante Héctor Montejo de bomberos San Bernardo informa que este, ya quedo liquidado a las 17:00 horas del dia 29/01/2016, con afectación de 4 hectareas de bosque nativo. y  fue atendido por los mencionados anteriormente"
01/29/2016,CUNDINAMARCA,TOCANCIPA,VEREDA EL PORVENIR,1,0,29/01/2016,16:00,0,0,0,0,0,0,2,0,0,2,"Ct.  Jorge Roa comandante de bomberos  Tocancipa reporta incendio forestal en la vereda el porvenir del Municipio de Tocancipa iniciado por causas desconocidas a las 14:00 y liquidado a las 16:00 horas del dia 29/01/2016, con afectación de 2 hectareas de pastizales. Atendio bomberos Tocancipa con 9 personas, una maquina y el ejercito con 10 soldados, para un total de 19 personas."
01/30/2016,CUNDINAMARCA,FOMEQUE,VEREDA RESGUARDO SECTOR LA MARIA,1,0,30/01/2016,15:00,0,0,0,0,0.5,0,0,0,0,0.5,"St. Víctor Beltrán de bomberos Fomeque reporta incendio foresta en la vereda resguardo sector la Maria iniciado por causas desconocidas a las 14:00 y liquidado a las 15:00 del dia 30/01/2016, con afectación de 0,5 hectareas de cultivo de caña de azucar. Atendieron bomberos Fomeque con 4 unidades, bomberos Ubaque con 3 unidades y un vehículo, y policía con 2 unidades para un total de 9 personas."
01/31/2016,CUNDINAMARCA,MADRID,VEREDA VALLE DEL ABRA,1,0,01/02/2016,17:00,0,0,1,0,0,0,1,0,0,2,"St.. Luis Fernando Pinzon de bomberos Madrid reporta incendio forestal en la Vereda Valle de Abra iniciado por causas desconocidas a las 18:00 del dia 30/01/16 hasta el momento va 1 hectárea de bosque nativo. Y se encuentra Activo.  Lo atienden bomberos Madrid y bomberos Tenjo. Dia 01/02/16 a las 13:30 horas, el Señor  Luis Enrique Puerto Coordinador del CMGRD reporta que el incendio continua activo y es atendido por mas de 60 personas. St. Pinzon informa que queda liquidado a las 17:00 horas del dia 01/02/16 con afectación total de 2 hectareas de bosque plantado y pastizales."
01/31/2016,CUNDINAMARCA,TOCANCIPA,VEREDA CANAVITA SECTOR  PAN DE AZUCAR,1,0,31/01/2016,4:00,1,0,0,0,0,0,0,0,0,1,"Sg. Jorge Roa de bomberos Tocancipa reporta incendio forestal en la Vereda Canavita Sector pan de Azucar, iniciado al parecer por manos criminales a las 00:15 y liquidado a las 04:00 horas del dia 31/01/2016, con afectación de 1 hectárea de bosque nativo. Atendieron bomberos Tocancipa y Comunidad. "
02/01/2016,CUNDINAMARCA,ANAPOIMA,VEREDA PROVIDENCIA GARCIA,1,0,26/01/2016,16:00,2,0,0,0,0,0,0,0,0,2,"Te. James Guzmán de bomberos de Anapoima reporta incendio forestal en la vereda Providencia García  del Municipio de Anapoima, iniciado por causas desconocidas a las 12:00 y liquidado a las 16:00 horas del dia 26/01/16 con afectación de 2 hectareas de  vegetacion nativa. Atendio bomberos Anapoima con 5 unidades."
02/01/2016,CUNDINAMARCA,SOACHA,VEREDA CANOAS,1,0,27/01/2016,19:00,1,0,0,0,0,0,0,0,1,2,"Ct. Ivan Dario Valenzuela coordinador de bomberos reporta incendio forestal en la vereda Canoas del Municipio de Soacha, iniciado por causas desconocidas a las 15:00 y liquidado a las 19:00 horas del dia 27/01/16 con afectación de 2 hectárea de rastrojo y bosque nativo. Atendio bomberos Soacha y Sibaté con 10 unidades. "
02/01/2016,CUNDINAMARCA,FOSCA,VEREDA QUEBRADA NEGRA,1,0,30/01/2016,17:00,5,0,5,0,0,0,3,0,4,17,"Ct. Ivan Dario Valenzuela coordinador de bomberos reporta incendio forestal en la vereda Quebrada Negra del Municipio de Fosca, iniciado por causas desconocidas a las 09:00 y liquidado a las 17:00 horas del dia 30/01/16 con afectación de 17 hectáreas de bosque nativo, bosque plantado, pastizales y rastrojo. Atendio bomberos Une y Cáqueza, defensa civil, Policia y Comunidad con 30 personas."
02/01/2016,CUNDINAMARCA,QUETAME,VEREDA PUENTE LA BALSA,1,0,28/01/2016,20:00,1,0,0,0,0,0,0,0,1,2,"Ct. Ivan Dario Valenzuela coordinador de bomberos reporta incendio forestal en la vereda Puente La Balsa del Municipio de Quetame, iniciado por causas desconocidas a las 17:00 y liquidado a las 20:00 horas del dia 28/01/16 con afectación de 2 hectáreas de bosque nativo y rastrojo. Atendio bomberos Guayabetal, Policia y Comunidad, total 10 personas."
02/01/2016,CUNDINAMARCA,SIBATE,PREDIOS DE PROTEICOL,1,0,28/01/2016,19:00,0,0,0,0,0,0,1.5,0,0,1.5,"Ct. Ivan Dario Valenzuela coordinador de bomberos reporta incendio forestal en los predios de Proteicol  del Municipio de Sibaté, iniciado por causas desconocidas a las 16:00 y liquidado a las 19:00 horas del dia 28/01/16 con afectación de 1,5 hectáreas de pastizales. Atendio bomberos Sibaté y Soacha con 6 unidades."
02/01/2016,CUNDINAMARCA,SIBATE,CASCO URBANO,1,0,28/01/2016,16:00,0,0,0,0,0,0,0.5,0,0,0.5,"Ct. Iván Darío Valenzuela coordinador de bomberos reporta incendio forestal en el perímetro urbano del Municipio de Sibaté, iniciado por causas desconocidas a las 14:00 y liquidado a las 16:00 horas del día 28/01/16 con afectación de 0,5 hectáreas de pastizales. Atendió bomberos Sibaté con 5 unidades.."
02/01/2016,CUNDINAMARCA,ANAPOIMA,VEREDA CABRAL,1,0,28/01/2016,17:30,0,0,0,0,1,0,0,0,0,1,"Te. James Guzmán de bomberos de Anapoima reporta incendio forestal en la vereda El Cabral  del Municipio de Anapoima, iniciado por corto circuito en las líneas de conducción eléctrica a las 14:00 y liquidado a las 17:30 horas del día 28/01/16 con afectación de 1 hectáreas de caña panelera. Atendió bomberos Anapoima, Comunidad y CMGRD, total 8 personas."
02/01/2016,CUNDINAMARCA,ANAPOIMA,BARRIO LIBERIA,1,0,29/01/2016,16:00,0,0,0,0,0,0,0,0,1,1,"Te. James Guzmán de bomberos de Anapoima reporta incendio forestal en barrio Liberia del Municipio de Anapoima, iniciado por causas desconocidas  a las 13:00 y liquidado a las 16:00 horas del día 29/01/16 con afectación de 1 hectáreas de rastrojo. Atendió bomberos Anapoima con 7 unidades."
02/01/2016,CUNDINAMARCA,PANDI,VEREDA EL TREBOL,1,0,30/01/2016,21:00,5,0,5,0,0,0,0,0,2,12,"Sg. Orlando Moreno de bomberos Pandi, reporta incendio forestal en la vereda El Trébol  del Municipio de Pandi, iniciado por causas desconocidas a las 02:00 y liquidado a las 21:00 horas del día 30/01/16 con afectación de 12  hectáreas vegetación nativa, rastrojo y pastizales. Atendió bomberos Pandi, bomberos San Bernardo, Policía, Defensa Civil y Comunidad, en total 15 personas."
02/01/2016,CUNDINAMARCA,QUIPILE,VEREDAS SAN JUAN Y SAN CARLOS,1,0,30/01/2016,17:00,5,0,0,0,0,0,0,0,0,5,"Ct. Iván Darío Valenzuela coordinador de bomberos reporta incendio forestal en las veredas San Juan y San Carlos del Municipio de Quipile, iniciado por causas desconocidas a las 12:00 y liquidado a las 17:00 horas del día 30/01/16 con afectación de 5 hectáreas de bosque nativo. Atendió bomberos La Mesa. Policía y Comunidad, en total 16 unidades."
02/01/2016,CUNDINAMARCA,EL COLEGIO,VEREDA LA TRINIDAD,1,0,29/01/2016,18:00,1,0,0,0,0,0,0,0,1,2,"Ct. Iván Darío Valenzuela coordinador de bomberos reporta incendio forestal en la vereda Trinidad del Municipio de El Colegio, iniciado por causas desconocidas a las 14:00 y liquidado a las 18:00 horas del día 29/01/2016 con afectación de 2  hectáreas de bosque nativo y pastizales. Atendió bomberos el colegio, policía y comunidad."
02/01/2016,CUNDINAMARCA,FUSAGASUGA,VEREDA CHICO ALTO,1,0,29/01/2016,14:00,1,0,0,0,0,0,1,0,0,2,"Ct. Iván Darío Valenzuela coordinador de bomberos reporta incendio forestal en la vereda  Chico Alto del Municipio de Fusagasugá, iniciado por causas desconocidas a las 10:00 y liquidado a las 14:00 horas del día 29/01/2016 con afectación de 2  hectáreas de bosque nativo y pastizales. Atendió bomberos Fusagasugá con 10 unidades. "
